Date,Open,High,Low,Close,Adj Close,Volume
16-12-2021,306402.4375,313384.7813,301323.9688,301812.4063,301812.4063,1.51007E+12
17-12-2021,301549.0938,304133.9688,282232.875,295044.6563,295044.6563,1.76012E+12
18-12-2021,295105.875,303736.75,287068.9063,301229.3438,301229.3438,1.48535E+12
19-12-2021,301230.2813,305625,296174.8438,298208.4063,298208.4063,1.22913E+12
20-12-2021,298292.25,302697.0625,285019.7188,298023.9375,298023.9375,1.63561E+12
21-12-2021,298373.9063,306727.1563,296969.5313,304280,304280,1.24039E+12
22-12-2021,304161.625,308337.3438,298220.375,300508.1563,300508.1563,1.0506E+12
23-12-2021,300497.75,311311.8438,293279.1563,308378.875,308378.875,1.35176E+12
24-12-2021,308628.8125,310512.9688,302645,304066.0625,304066.0625,9.59156E+11
25-12-2021,304201.1875,310870.1875,302559.5625,307468.6563,307468.6563,8.18367E+11
26-12-2021,307534.0625,308350.75,301440.2813,306656.1875,306656.1875,8.44216E+11
27-12-2021,306461.5313,309217.6563,302433.4375,302737.5,302737.5,8.56605E+11
28-12-2021,302736.7813,302736.7813,281464.4063,284074.3438,284074.3438,1.29294E+12
29-12-2021,283816,286147.9375,269408.2188,270581.6563,270581.6563,1.17244E+12
30-12-2021,270856.6875,280621.0313,268096.4375,276434.8438,276434.8438,9.6208E+11
31-12-2021,276403.4063,282262.875,270974.0625,274415.25,274415.25,1.05494E+12
01-01-2022,274446.125,280919.375,274389.4688,280902.9375,280902.9375,7.28483E+11
02-01-2022,280873.2188,285855.625,277747.9688,285342.9688,285342.9688,7.36274E+11
03-01-2022,285340.7813,285843.0938,275129.3438,279860.0938,279860.0938,8.98853E+11
04-01-2022,279858.6875,289102.3125,277278.0938,282790.625,282790.625,1.0458E+12
05-01-2022,282806.4688,285705.1563,257282.1406,264259.75,264259.75,1.34433E+12
06-01-2022,264209.3125,264209.3125,248490.5469,254392.6719,254392.6719,1.80791E+12
07-01-2022,254350.2188,254545.5,231607.25,237034.5625,237034.5625,1.81822E+12
08-01-2022,237056.25,240681.6875,224255.5469,229533.0469,229533.0469,1.19056E+12
09-01-2022,229512.5469,238056.5938,228340.7344,234481.5313,234481.5313,9.15922E+11
10-01-2022,234468.0938,235515.7031,218432.9375,228323.5938,228323.5938,1.44675E+12
11-01-2022,228315.6719,239717.9688,226734.5938,239022.9531,239022.9531,1.12284E+12
12-01-2022,239047.9375,250931.75,237935.9531,248870.4688,248870.4688,1.22971E+12
13-01-2022,248859.1563,250849.2031,240135.2656,240283.875,240283.875,1.13137E+12
14-01-2022,240310.5313,247252.2656,237478.4844,245457.2969,245457.2969,1.00578E+12
15-01-2022,245445.6406,249501.5,243133.9375,246979.6719,246979.6719,7.13383E+11
16-01-2022,246969.0156,250381.25,244090.0156,248909.25,248909.25,7.06109E+11
17-01-2022,248911.125,249273.0313,234463.8281,238531.8125,238531.8125,9.16635E+11
18-01-2022,238530.5313,240282.2813,230958.8906,236099.375,236099.375,9.71862E+11
19-01-2022,236086.3281,236665.9219,227941.4063,230488.6875,230488.6875,9.81823E+11
20-01-2022,230447.4375,242683.125,223395.8281,223411.6094,223411.6094,7.92512E+11
21-01-2022,223548.3438,225492.5313,185813.9531,190362.4219,190362.4219,1.99419E+12
22-01-2022,190601.5938,194627.875,173418.0469,178994.6563,178994.6563,2.03686E+12
23-01-2022,179124.3906,189187.5625,177233.4375,188652.125,188652.125,1.22652E+12
24-01-2022,188715.5313,188813.5781,162161.2031,182160.2188,182160.2188,2.10654E+12
25-01-2022,182163.2969,186741.4063,176289.0938,183620.9219,183620.9219,1.2097E+12
26-01-2022,183594.3125,202524.8125,181406.1406,185181.375,185181.375,1.59292E+12
27-01-2022,185118.2031,188686.3125,175200.4375,182232.8281,182232.8281,1.21287E+12
28-01-2022,182130.9688,191162.3438,177779.3125,191035.8438,191035.8438,1.09999E+12
29-01-2022,190998.2344,197074.7813,189528.1406,194785.375,194785.375,8.37922E+11
30-01-2022,194896.4063,197477.9844,191403.1719,195381,195381,7.13033E+11
31-01-2022,195365.75,201131.9375,186560.9531,200427.4844,200427.4844,1.02725E+12
01-02-2022,200399.1563,209631.25,200005.4219,208698.9219,208698.9219,9.86259E+11
02-02-2022,208687.0781,209470.9375,196735.625,200737.9688,200737.9688,1.03826E+12
04-02-2022,200643.6094,213232.0313,199865.9375,210606.1719,210606.1719,1.18706E+12
